,CaseType,EMPNUM,WOMEMPNUM,BUSST,islatest,profit_loss,revenue,sales_cost,sales_tax,sales_expense,G_expense,finance_expense,asset_devaluation_losses,fair_value_change,investment_income,operation_profit,non_operating_income,non_operating_expense,total_profit,assets,assets_re,payrol_expense,main_business_income,main_business_cost,other_business_income,other_operating_cost,retained_profits,income_tax_adjuste,incometax_actual,ENTTYPE,INDUSTRYPHY,REGCAPCUR,RECCAP,PARFORM,Unnamed: 0_y,NAME,industry_tax,registertype,economic_type,incometax_rate,collection_type,avg_EMPNUM,std_EMPNUM
13,3,10.33333333,6.333333333,1,1,-0.5517936410000001,-0.2698633,-0.377992893,0.43621064299999995,0.264849756,118619.5064,-1.262733492,0.849453298,-1.128040739,-0.121803441,-118616.6503,0.224005037,-0.093500575,-118617.0657,0.274335106,0.897622134,47000.01883,-0.226641541,-0.8625812190000001,-0.039168322,0.10667993099999999,-143666.804,-43470.48275,0.032884376,17,11,0,0.0,0,4455,1,2,8,55,0.25,0,3.75,3.095695937
14,3,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,1,100.0,0,840,0,0,0,0,0.0,0,0.0,0.0
15,3,18.33333333,6.5,1,1,0.47012290799999995,-0.878663327,-1.660292151,-0.928239477,101926.1663,1094279.7240000002,179.9527882,0.17062545699999998,0.682693848,-0.45968070299999997,-1196384.521,3500.569943,5498.927855,-1198384.943,213449.3192,213449.2917,956065.1057,-0.364750481,0.40579300799999996,0.374721326,0.219839466,-1198384.039,0.0,0.212538105,19,8,0,0.0,0,6113,0,0,19,182,0.25,2,28.5,30.40559159
16,2,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,9,1,1000.0,0,7188,0,0,8,76,0.25,1,0.0,0.0
17,3,6.5,6.333333333,1,1,0.373642559,0.014106262,0.070114933,0.437427946,3599.035778,4170.050924,17.54394876,0.564022796,0.864208935,0.587651632,-6578.288573,-0.810681317,1.486074788,-6578.850289999999,6131575.252,7623997.971,0.171116665,0.485233976,1.106130157,0.583752536,-0.35194942100000004,-2017.3082600000002,-11141.47189,0.395149463,3,5,1,1000.0,0,9426,2,2,8,67,0.25,0,1.6666666669999999,0.577350269
18,3,179.5,94.0,1,1,0.433532565,-0.350822216,0.937731822,1.248226168,-0.216186795,0.31652790199999997,-0.194088531,1.492957866,-0.139061351,0.05426402599999999,-0.32103006,-1.169596991,-1.124082237,0.379243606,0.44288127899999996,-0.13050287300000002,0.105059884,1.511985456,0.123588035,0.5449852789999999,-0.042826765,0.721701513,0.0,-0.7849649040000001,32,9,1,0.0,0,4618,3,2,9,36,0.25,0,77.0,0.0
19,3,6.75,3.333333333,1,1,0.112729885,-0.589107056,1.723212455,0.648040542,-0.8884964670000001,17257.28656,-0.7381568709999999,-0.012241832,-0.804075056,-0.310666998,-17256.98458,1.056084055,0.074712835,-17257.029919999997,2.668090473,1.4623067509999998,0.895160505,0.910916307,0.381706891,-0.19606539899999997,-1.013570347,0.77811464,-34511.69027,-1.0334421790000001,3,9,1,0.0,0,0,0,2,19,55,0.25,0,2.5,0.7071067809999999
20,3,0.0,0.0,0,1,0.817566281,-0.49201428399999997,0.13455582,-0.10491345699999999,330.967003,119741.7217,-347.5148396,2.232044428,0.7040786809999999,0.8520819390000001,-119725.9577,-0.109298824,-1.465214185,-119726.0573,51.20846776,50.24255037,0.757419018,1.75990952,1.649482945,0.42123082799999995,-0.944935282,-2.223695859,-223748.0515,-0.588714169,3,11,1,0.0,0,3334,0,2,8,55,0.25,0,7.5,2.121320344
21,3,2.75,4.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44,11,1,0.0,0,3263,0,0,0,0,0.0,0,0.0,0.0
22,3,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,1,0.0,0,10514,2,0,0,0,0.0,0,0.0,0.0
23,3,1.75,4.666666667,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,9,1,0.0,0,1085,2,0,0,0,0.0,0,0.0,0.0
24,3,9.0,3.5,1,1,-1.026897158,1.015438828,0.12992495699999998,-0.882682034,0.506677712,0.9062996640000001,0.684785394,1.21309488,-0.010854882,0.43964149700000005,0.014789621000000001,1.139561207,-0.711781178,0.063801055,0.067863572,-0.69363538,-0.1653914,0.34763255600000004,-0.820276062,0.6530557379999999,-0.47847545,0.5331915,0.0,-1.255497658,3,9,1,5000.0,0,9662,11,0,8,195,0.0,2,5.0,0.0
25,3,0.0,0.0,0,1,-0.096292389,0.036542408,0.099304451,-1.011644311,0.7634866990000001,-0.431809121,-1.308627118,1.951358555,-1.4585120109999998,1.3587550940000002,0.40222905600000003,0.311251844,-1.596078169,-1.16926308,1.952125869,-0.25584757399999997,1.7476535880000001,1.210424339,0.08669541300000001,-0.148621259,-0.516290984,-0.5652556639999999,0.0,0.37511134399999996,5,5,1,0.0,0,0,1,0,19,134,0.0,2,7.0,0.0
26,3,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,5,1,5600.0,0,0,0,0,0,0,0.0,0,0.0,0.0
27,3,0.0,0.0,0,1,0.369959486,-1.991740879,-0.354100553,1.4453428209999999,2.746481872,-0.9212312970000001,1.540042589,0.433908129,0.486732099,-1.166473244,0.35525287299999997,1.02103325,-0.588894596,1.335964127,0.698850847,-0.273324428,1.829207609,-1.031703688,-0.586650009,-0.108060086,-0.032032392,-1.142670482,0.0,0.23226481699999998,3,11,1,0.0,0,0,1,2,19,23,0.25,0,2.0,0.0
28,3,0.0,0.0,0,1,0.169449243,1.998170075,-0.18591242800000002,2.7614497819999997,-0.894528164,642.3327103999999,45.14431764,0.033724422999999996,-0.066833497,-1.34775208,-687.1956913,1.331817964,0.494560699,-686.4335669,48.72992925,50.61066119,0.368341815,0.10722810699999999,-0.709442283,0.628039561,-0.8959721359999999,0.6814510909999999,-1375.3964369999999,1.0909821690000001,5,11,1,0.0,0,0,0,2,8,55,0.25,0,2.0,0.0
29,3,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,1,0.0,0,0,1,0,0,0,0.0,0,0.0,0.0
30,3,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,10,1,100.0,0,0,2,2,8,61,0.25,0,0.0,0.0
31,3,0.0,0.0,0,1,-0.877520436,-1.3582162830000002,0.7838718729999999,-1.543564629,1.8061232440000001,1.885777789,0.8380699159999999,-0.891271136,-0.18055874800000002,-0.303099556,-1.121424875,0.802227402,1.139809002,0.123015634,2000.448258,2000.4517640000001,1.242261662,1.024409546,-0.043944113,0.471199195,-0.002759412,-0.131125685,0.0,-0.562442334,17,11,0,0.0,0,0,1,2,19,55,0.25,0,3.5,0.7071067809999999
32,1,0.0,0.0,1,1,-0.663989385,-1.4601307590000001,-0.306650669,-1.109348993,0.158179385,164500.3391,-0.573396621,0.670158181,0.536077482,0.768835397,-164499.8753,-0.132403362,-0.916627616,-164499.0382,0.278379278,1.3799179369999999,108999.6227,0.9492783140000001,-0.30716601600000004,0.334359348,-0.060512968,-164500.1031,0.0,0.858305267,17,11,1,0.0,9,6039,0,2,8,56,0.25,0,3.333333333,1.154700538
33,3,0.0,0.0,0,1,0.335698504,-0.27266096100000003,-0.75920022,-0.561568566,-0.364004093,0.97267368,-1.075945296,-0.770013336,-0.29832594100000004,1.026726898,0.5128811329999999,-0.278709315,-0.045762534,-0.23665704399999998,0.176091115,-0.08899179300000001,0.541447392,-0.097129113,1.6474941490000001,0.65566736,-0.926346624,1.049666464,0.0,-0.15069054699999998,3,11,1,0.0,0,0,1,0,8,211,0.0,2,3.0,0.0
34,3,8.0,0.0,1,1,-0.5016253589999999,0.0,0.0,0.0,0.0,12590.98522,0.0,0.0,0.0,0.0,-12592.30642,9999.169451,0.0,-2592.059721,1999999.65,2000001.256,0.0,0.0,0.0,0.0,0.0,0.0,-2591.748242,0.0,7,11,1,0.0,0,0,0,2,8,56,0.25,0,2.0,0.0
35,3,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,0,0.0,0,0,2,0,0,0,0.0,0,0.0,0.0
36,3,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,1,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0
37,3,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,1,0.0,0,5273,1,0,0,0,0.0,0,0.0,0.0
38,2,89.66666667,58.0,1,1,0.361115376,1.311573903,-0.479781836,-0.309427061,0.009929696,-0.37219174,-0.351787542,0.502663446,-0.40493526399999996,-0.371908556,0.6588321629999999,0.702493247,0.725128874,0.287214301,0.744641867,-0.19286741,0.15288343699999998,0.597888565,2.375674772,0.26043160000000004,0.055593977999999995,-1.7927184930000002,0.0,0.45825994200000003,27,9,1,0.0,0,5762,2,2,9,36,0.25,0,114.0,0.0
39,3,11.16666667,7.5,1,1,1.269137495,0.758545681,-0.372246946,1.981474145,-0.790637976,0.8829644759999999,-1.518544956,-0.7490839779999999,2.263661472,-0.814174773,1.0975267640000002,0.32621701399999997,1.8576516369999998,0.245356868,16199999.5,16200000.94,-1.540028788,0.38596838899999997,-0.8022624079999999,1.464364045,1.303006562,-0.55213168,0.0,-0.035861662,3,11,1,100.0,0,8176,0,0,8,214,0.25,2,20.0,0.0
40,3,0.0,0.0,1,1,-0.648671651,0.660691235,-1.4180241340000002,-0.9753438409999999,1.061643052,0.986235382,0.5274073979999999,0.5364220470000001,-0.44606562899999996,-1.205936917,-1.5896180219999998,0.43684997,-0.35467951,2.744199325,-0.36690843100000003,0.21139049,0.977062847,0.039490137,-1.545952736,-0.918882302,1.856043699,-1.24207544,0.0,-0.13516444,3,11,1,200.0,0,10566,3,2,8,79,0.25,0,10.0,0.0
41,3,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,10,1,5000.0,1,10430,3,0,0,0,0.0,0,0.0,0.0
42,3,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,1,10.0,0,0,1,2,8,61,0.25,0,0.0,0.0
43,3,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,0,0.0,0,0,1,0,0,0,0.0,0,0.0,0.0
44,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,11,1,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0
45,2,256.5,128.3333333,1,1,-0.858249631,0.160203965,0.5103159279999999,-0.087726505,1.184811045,-0.231469918,-1.067497262,-0.49941323600000004,1.49182606,1.0794529720000001,-0.789368793,0.18773765399999998,-0.752528447,0.822733485,-1.160332202,-1.411640625,1.089067229,-1.635054499,-0.632783174,0.316744929,0.39811219200000003,-1.081222207,0.0,0.805125373,29,9,1,0.0,0,5634,2,2,9,38,0.25,0,202.0,0.0
46,3,11.0,0.0,1,1,-1.314811314,0.0,0.0,0.0,0.0,52697.45481,-6020.710164,0.0,0.0,0.0,-46675.93048,0.0,0.0,-46674.371289999995,100.8241036,100.58201679999999,0.0,0.0,0.0,0.0,0.0,0.0,-46675.39685,0.0,3,11,1,500.0,0,0,2,2,8,67,0.25,0,2.0,0.0
47,3,5.0,0.0,1,1,0.298585175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10001.23055,9999.408018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,10,1,1000.0,0,10195,3,0,8,50,0.25,0,4.0,0.0
48,3,0.0,0.0,0,1,0.726245385,-0.064183129,-0.24061819399999998,0.029061252000000003,-0.27860640000000003,1.570265376,-0.005524809,0.40566600799999997,0.785887607,-0.485474405,-1.711431524,0.19949878100000001,-0.412359655,-1.89646924,-0.231277005,-0.131851514,0.779661068,-0.490048794,-0.24116602399999998,-0.18196785699999998,-0.83170866,0.421308429,-3.9061634119999997,-1.16399777,19,11,0,0.0,0,0,0,2,8,55,0.25,0,1.6666666669999999,0.577350269
49,3,0.0,0.0,0,1,0.242181636,-0.9794809240000001,1.486087764,-0.08010244400000001,0.936975153,1360.39321,-1.088798841,0.185051398,-0.576959538,-0.893120072,-1360.461692,2.131218551,-1.417686096,-1360.533709,14969499.99,14969499.33,-1.510395891,0.62525017,-0.44218009999999996,-0.7992493390000001,0.166310661,0.69037242,-2721.510998,1.410322834,3,11,1,3000.0,0,2906,4,2,8,66,0.25,0,1.0,0.0
50,3,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,9,1,0.0,0,12005,0,0,0,0,0.0,0,0.0,0.0
51,3,7.333333333,8.5,1,1,-0.10068814599999999,0.302215655,0.267659059,0.459576234,-0.06953706700000001,0.10919319400000001,0.16003631699999998,-0.161430297,-1.080644581,-0.128033967,0.394461878,-0.210446808,0.652999886,0.231954185,50004.6382,100000.7348,0.795582295,-0.013726755,1.1610632509999999,0.40244839600000004,-0.173335194,0.6171724679999999,0.0,-1.201241211,3,11,1,0.0,0,0,0,2,8,55,0.25,0,3.25,0.5
52,3,23.0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,1,490.0,0,0,0,0,0,0,0.0,0,0.0,0.0
53,3,11.5,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,1,100.0,1,0,3,0,0,0,0.0,0,0.0,0.0
54,3,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,10,1,2000.0,1,10075,5,0,0,0,0.0,0,0.0,0.0
55,3,0.0,0.0,0,1,0.44954115,-0.454146409,-0.923553552,-1.601161756,-0.257761068,-0.954589902,-1.210138133,0.032859267000000004,-0.458711849,0.821023473,1.224622292,1.305266339,1.0306079190000001,-1.26575128,1.1116684959999998,-0.9537414679999999,-1.252759707,1.178070535,-1.759929825,-0.238168195,-0.003748654,0.22841060100000002,0.0,1.38716834,3,11,1,0.0,0,0,0,2,19,55,0.25,0,2.0,1.4142135619999998
56,3,9.0,8.0,1,1,-0.630547316,0.009842267,0.120593045,-0.18752231,0.075765643,0.49668427600000004,0.469643679,-0.408871107,0.384697729,0.32338199,-1.380517947,0.46856771,0.6941582159999999,0.337525753,3332.932324,3333.51138,-0.08452747,-0.377375911,1.145660807,-0.588321629,0.21056646,1.295558156,0.0,-0.64646869,27,9,1,0.0,0,2580,3,0,9,36,0.25,0,9.75,5.852349955
57,3,4.0,5.0,1,1,-0.028552302,-0.463731613,0.29660512,-0.858584984,-0.906511228,65454.26885,332.8071309,-0.309880905,0.11060171099999999,0.493291097,-66119.92315,0.208276606,-0.063831948,-66120.62023,49999999.42,49999999.16,-1.001074349,-0.34182589799999996,-0.413406035,-0.543566966,-0.036827301,-66119.94103999999,0.0,-0.033397498,3,10,1,0.0,0,0,8,2,8,50,0.25,0,4.333333333,2.886751346
58,3,10.5,4.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,9,0,0.0,0,10310,1,0,0,0,0.0,0,0.0,0.0
59,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,1,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0
60,2,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,1,200.0,9,5788,2,0,0,0,0.0,0,0.0,0.0
61,3,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,1,100.0,0,4516,0,0,0,0,0.0,0,0.0,0.0
62,3,10.0,0.0,0,1,-0.559389234,-0.66814772,-1.220393332,-0.921420178,-1.0623193659999999,436705.4438,212.64905519999996,-0.109111409,0.07942517,-0.041316833,-436921.0153,-0.026351251000000003,17499.33809,-454421.1493,2619956.205,2619953.6769999997,0.291154604,-0.246762247,0.726097903,0.167510928,-0.656956867,0.443660764,-833245.9637,-0.8831570440000001,3,10,1,1000.0,0,9197,3,0,8,49,0.25,0,4.5,2.121320344
63,3,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,11,1,500.0,0,3165,15,2,6,48,0.25,0,0.0,0.0
64,3,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,1,0.0,0,3378,3,0,0,0,0.0,0,0.0,0.0
65,3,6.666666667,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,5,1,0.0,0,8570,0,0,0,0,0.0,0,0.0,0.0
66,3,10.33333333,6.333333333,1,1,-0.335542742,-0.134168063,1.8178221509999999,1.424680749,0.098455855,0.998774394,-1.403724725,-0.501196099,-0.9731111929999999,-1.25265303,-0.9518153009999999,-0.20162631,-0.37283234600000004,0.225344732,983000.5521,983000.4039,-0.504425158,0.015465238000000001,-0.763026385,-0.13508875,0.584482038,-0.395552959,0.0,0.669730053,3,11,1,0.0,0,4918,0,0,8,222,0.25,2,2.0,1.4142135619999998
67,3,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,9,1,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0
68,3,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,1,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0
69,3,0.0,0.0,0,1,0.782593607,0.254818531,0.169331462,-0.111813994,0.586454586,2.558271205,0.9561676440000001,-0.85781723,1.053078964,0.504594106,0.230726353,0.998789678,0.567109911,-0.08819191,0.457782935,0.25632330600000003,-2.3675255180000003,0.670118286,-0.399025578,0.569893041,0.39812437700000003,-1.1071454809999999,0.0,1.9553741009999999,17,11,0,0.0,0,2768,0,0,8,211,0.0,2,2.0,0.0
70,3,5.6,2.0,1,1,0.252508472,0.0,0.0,0.0,0.0,42421.45824,-160.919888,0.0,0.0,0.0,-42264.27129,0.0,0.0,-42262.510160000005,4857738.973999999,4857739.478999999,0.0,0.0,0.0,0.0,0.0,0.0,-42260.80807,0.0,3,11,1,490.0,0,2163,1,2,8,56,0.25,0,0.0,0.0
